Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Executive Double Room,1  ,August 2020,Group," The Staff were very pleasant and helpfull, clean and well turned out.
The food was of great quality and the service was excellent at breakfast",7.0,Short stay in Leeds,0,1,staff|noisiness|dirty|drink|food|
United Kingdom,Superior Double Room,1  ,August 2020,Group," We really like the location, strategic to virtually every bit of the city. The place was spacious and very clean making our stay very comfortable. Checking in and out was hassle free.",7.0,Worth for your money. Exceptional location.,0,1,location|dirty|comfort|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, Fantastic location. All pretty low key. You didn't see the staff unless you needed them. Room was fine especially for the very reasonable price.,8.0,"Great location,great price",0,1,location|staff|price|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, Location was Fab. Room lovely with big windows looking into city. Extra large bath and spacious room with Aircon.,7.0,"Great location, busy lifts, check beds before you stay",0,1,location|bathroom|
United Kingdom,Superior Double Room,1  ,August 2020,Family, Great location,8.0,Very Good,0,1,location|
United Kingdom,Executive Triple Room,1  ,August 2020,Group, Location,8.0,Work /Play one night stay,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler, the hotel is the standard you would expect,8.0,Very Good,0,1,
United Kingdom,Executive Triple Room,1  ,August 2020,Group," Park Plaza is located in the heart of the city centre around bars, pubs and restaurants, and down the road from the major shopping areas. It is perfect for a city break, and there are carparks surrounding the hotel. It was absolutely brilliant value for money, the beds were cosy, and the staff were friendly.",8.0,"Great location, comfy and clean",0,1,location|drink|restaurant|price|bed|staff|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Big comfy bed. Bathroom clean. Great location,8.0,Good but could be better,0,1,comfort|bed|bathroom|dirty|location|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, Breakfast was lovely. Room was adequate for our needs but I thought it may be a bit larger and a bit nicer for the price. Understood the restrictions re covid.,7.0,Good overall stay when all considered.,0,1,food|price|covid|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," Central location, view from our room",8.0,Very Good,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Large beds large room breakfast,7.0,Good,0,1,bed|food|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, Good Location,8.0,Very Good,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Group, Comfy bed s and views,8.0,Will stay again,0,1,comfort|bed|location|
United Kingdom,Superior Twin Room,2  ,August 2020,Family, Is very close to center.,8.0,Very Good,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Mirrors and bed we loved movies in bed too,8.0,Just what we needed,0,1,bed|
United Kingdom,Executive Triple Room,2  ,August 2020,Couple, location,9.0,Wonderful,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Friendly staff,9.0,Central to beta and restaurants. Perfect easy parking,0,1,staff|
United Kingdom,Superior Double Room,2  ,July 2020,Couple, Great location,7.0,Okay,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," nice room, great location",9.0,enjoyable evening away,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Brilliant central location close to train station,7.0,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," Excellent location, pubs, bars and shopping right on doorstep!",8.0,Very Good,0,1,location|restaurant|drink|
United Kingdom,Executive Double Room,1  ,August 2020,Couple," Initially the room we were allocated was not up to the high standards Park Plaza usually operates, after bringing this to attention of reception they allocated us a much nicer room!",7.1,No walk in the Park,0,1,staff|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Good location,7.0,Good location so good for going out,0,1,location|
United Kingdom,Superior Twin Room,1  ,August 2020,Group," Perfect location- middle of the city and near the train station. 
Everything is lovely, modern and very clean. 
Staff very friendly and helpful. 
I couldn’t believe how nice it was for what we paid! And we got sky!! Very happy:)",9.0,Perfect Place,0,1,location|comfort|dirty|staff|price|
United Kingdom,Superior Twin Room,1  ,August 2020,Family, Location excellent,7.0,Good,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler, The staff were very friendly,7.0,Good,0,1,staff|
United Kingdom,Executive Triple Room,2  ,August 2020,Family," Everything, location both train station and city centre.",9.0,Wonderful,0,1,location|
United Kingdom,Executive Triple Room,1  ,August 2020,Family, Staff were great. Room had a broken sofa bed but they moved us instantly without fuss. Really friendly and great location.,8.0,Excellent location and great staff,0,1,staff|comfort|bed|location|
United Kingdom,Executive Triple Room,1  ,August 2020,Family," Reception staff on booking in were lovely and helpful, got our upgrade, thanks. The room was clean, but tired and basic, I understand some limitations were due to Covid, but for what we needed it was fine. AC was very welcome and my daughter enjoyed the night view of the city. We received clear instructions for parking which was great as I don’t know Leeds well.",7.0,Good location for shopping and eateries. Great city views at night.,0,1,staff|dirty|covid|location|parking|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, The location is great and very central and it was clean.,7.0,Great stay at Park Plaza,0,1,location|dirty|
United Kingdom,Superior Double Room,1  ,July 2020,Couple, Location was great.,8.0,Very Good,0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler," Location is excellent for city centre bars and restaurants, as well as rail station. Parking arrangements close by too.
Excellent and friendly staff at reception and restaurant. A good cooked breakfast.",7.0,Comfortable if not high end,0,1,location|drink|restaurant|parking|staff|food|
United Kingdom,Superior Twin Room,3  ,August 2020,Family, Breakfast was good considering covid situation. Would be good to have a few more Vegan alternatives,7.0,Well placed for city and restaurants,0,1,food|covid|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, Perfect location. Lovely rooms.,8.0,Basic. The most important facilities weren’t available. Disappointing.,0,1,location|
United Kingdom,Executive Double Room,2  ,August 2020,Solo traveler, Location is great.,7.0,"Good location, thats about it.",0,1,location|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Lovely air conditioning,9.0,Lovely comfy room - very spacious - great value,0,1,temperature|
United Kingdom,Superior Double Room,2  ,August 2020,Couple, Breakfast was good no complaints,8.0,Stay was good but a little pricey,0,1,food|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Room was really spacious and bed was huge!!,9.0,Comfortable and affordable,0,1,bed|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," The location of this hotel is everything. I’ve stayed here a couple of times & upon leaving I thought why would I ever stay anywhere else when I visit Leeds when this has everything we need. Great prices. Quick check in.
Room was clean.",8.0,Great stay in the heart of Leeds,0,1,location|price|dirty|
United Kingdom,Superior Double Room,2  ,August 2020,Couple," Great location, nice and clean, big enough room to be comfortable. Luxury toiletries were a great bonus. Quiet rooms, we experienced no noise from outside (floor 12).",9.0,Great value and location.,0,1,location|dirty|comfort|noisiness|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, A lot of space in the rooms,8.0,Very Good,0,1,
United Kingdom,Executive Double Room,1  ,August 2020,Couple, Good central location in the city centre. Room was spacious with a large bed overlooking the city as it was on a high floor. Only thing is that the rooms could do with a slight revamp! Still nice rooms though. Good value as well. Would stay again,8.0,Good Stay,0,1,location|bed|price|
United Kingdom,Executive Double Room,1  ,August 2020,Couple," The bathroom was stunning an clean,. Fresh bedding friendly receptionist,. Only issue bed was two doubles together but still slept well",9.0,Excellent room / bathroom,0,1,bathroom|dirty|bed|staff|
United Kingdom,Superior Double Room,1  ,August 2020,Couple," Location, good value for money, cheery staff, clean room.",8.0,Overnight stay,0,1,location|price|staff|dirty|
United Kingdom,Superior Double Room,1  ,July 2020,Couple," Great location in leeds,spacious rooms and helpful staff.",7.0,Great location in spacious room,0,1,location|staff|
United Kingdom,Superior Double Room,1  ,July 2020,Couple, The view outside the hotel is always the best!,9.0,Wonderful,0,1,location|
United Kingdom,Executive Double Room,1  ,August 2020,Family, Great location and helpful friendly reception  staff. Spacious and comfortable room. The takeaway breakfast was nice.,7.0,Good,0,1,location|staff|comfort|food|
United Kingdom,Superior Double Room,1  ,August 2020,Group," location, room",8.0,good,0,1,location|
United Kingdom,Superior Double Room,3  ,August 2020,Solo traveler, Every thing was first rate considering the current situation. So thank you very much.,9.0,Most enjoyable taking into account the current situation.,0,1,
United Kingdom,Executive Double Room,1  ,August 2020,Solo traveler," Easy check in, with the precautions for COVID-19 in place. The room was a little basic for a superior room. No bottled water - which was a shame as it was exceptionally hot weather during my stay.",8.0,"Modern hotel, Would benefit from some ‘soul’ was a good central location.",0,1,covid|location|drink|dirty|bathroom|
United Kingdom,Superior Double Room,1  ,August 2020,Couple, Felt starting become little run down in the room but for price we paid can’t complain,7.0,Good for price very central,0,1,price|
United Kingdom,Superior Double Room,1  ,August 2020,Solo traveler, Great location room fantastic with a great view poser shower and all sky tv channels.,9.0,Wonderful,0,1,location|bathroom|tv|wifi|
