Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,staff,location,food/drink,dirty,bed,comfort,price,bathroom,parking,restaurant,noisiness,tv,internet,fitness,covid,temperature
United Kingdom,Premium Room,1,December 2019,Group," Hotel is in a good location with Warren Street tube next door and Euston Square tube just around the corner. Easy to get to from Euston, Kings Cross, St Pancras and Victoria (using the tube). The standard rooms are very small, our Premier room was lovely. Hotel very clean.",7.1,Great location,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Couple, The Reception Area and Staff where lovely.,7.5,Good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Premium Room,4,November 2019,Family," Close to the subway station, coffe shops and a small grocery shop",7.9,Good,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,December 2019,Couple, Staff were superb as always and made up feel welcome and valued. Free bottle of prosecco in the room for our anniversary! Bit of confusion over included breakfast only being for one of us but dealt with efficiently and friendly,8.0,Another lovely stay,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Standard Double or Twin Room,3,December 2019,Family," Staff are really helpful and they are always ready to help, housekeeping is also good. Besides, the place is really convenient, you can take the subway anywhere in a relatively short time. Highly recommended",9.0,Wonderful,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Standard Double or Twin Room,1,December 2019,Solo traveler, Room was quiet and well kept,7.1,Good,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Group, Staff were lovely and huge variety of facilities as clean everywhere. Breakfast was great variety of choice.,9.2,Great hotel and great location very clean,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Couple," 1.  4 points: 
  a.  The staff were very good.",7.0,.......otherwise it did what I required.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,December 2019,Solo traveler," Polite staff, comfortable bed. I only stayed for one night and I had everything I needed. The Ren toiletries were very nice.",7.0,"Good hotel, at a very convenient location for a short stay in London.",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Netherlands,Standard Double or Twin Room,4,December 2019,Solo traveler," Very nice hotel overall. Professional and nice staff,  central location for travelling too several locations in London, clean rooms. Just that extra effort by the staff.",8.0,Overall great stay...,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,November 2019,Solo traveler," Clean, comfy, lovely pillows. Excellent location!",9.2,Nice stay,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Israel,Standard Double or Twin Room,2,November 2019,Couple, Perfectly located near tube station. All and all very nice hotel.,8.8,Excellent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Standard Double or Twin Room,2,November 2019,Couple, I loved the bed: very comfy!,8.0,Very Good,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bahrain,Superior Single Room,4,November 2019,Solo traveler," The location is perfect, a minute from a very central metro station, one stop from Oxford Circus. Just down the Hotel a lot of restaurants and coffee shops (Starbucks, Pret, Mac...)
The WiFi is excellent and Fast.
The room is very clean, tidy and very well equipped.",8.8,Best location I ever stayed in London,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
United Kingdom,Superior Single Room,2,November 2019,Couple," The staff were very friendly, hotel nicely decorated. Breakfast was excellent.",8.0,We had a great time.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,November 2019,Solo traveler," Check in staff were very helpful and speedy. They took my case to the room and collected it on checkout as I currently need to use a stick for walking.  Room service staff also very efficient and food of a high quality. Room size ample for a single guest and very comfortable and clean and good size TV. 
Excellent location, especially for shopping.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
United Kingdom,Single Room,3,November 2019,Solo traveler, Bed and decor. It was clean and hotel had an efficient air.,8.0,Nice atomosphere,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,Single Room,1,November 2019,Solo traveler, Every need catered for; including the discreet little sensor-activated floor light by the bathroom door!,9.0,"Great location, very comfortable and every need catered for.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,November 2019,Couple, Excellent breakfast,9.2,Good location right next to Warren St. underground,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Group," Clean, friendly staff and great location",9.2,Wonderful,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Couple, Breakfast was good and due to problems with booking in was included free of charge.,7.0,"Hotel was good but compared to other London hotels that we've stayed with, this was very over priced",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,1,November 2019,Solo traveler, Very comfortable bed and pillows,9.6,Exceptional,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,1,November 2019,Family," It was far better than I expected for the price.  The breakfast was excellent  - fresh orange juice, excellent pastries, superb choices in both hot and cold.    the bacon was the only quibble!  -The room was perfect not lavish but very clean and very comfortable, quiet though on first floor, really nice toiletries in bathroom and generous quantities. Location is just brilliant - walking distance to so much of central London and the Tube is just 20 yards away!",9.0,"Location, value, comfort could not be matched!",1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
United Kingdom,Junior Suite,7,November 2019,Couple, Location is great with close access to two tube stations.,8.0,"Great location, great service.  Home away from home.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,November 2019,Group, The breakfast was lovely with plenty to select from. The hotel is in a good location where you can walk to all the attractions but a underground train is minutes away.,7.0,A lovely weekend.,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Standard Double or Twin Room,2,November 2019,Solo traveler, Location and staff excellent,8.3,Room was a little tired and could go with refurbishment,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Family," Didn't have breakfast, room was pleasant, shower good, check in staff friendly and helpful, cost £246 slightly expensive as felt £200 would be more appropriate.",9.0,"Overall good, air conditioning only issue as it was poort.",1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Fab location. Very quiet at night, a little noisier in the mornings due to traffic. Room was comfortable  and clean. Nice breakfast and staff very helpful.",8.8,Excellent,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,1,November 2019,Solo traveler," Staff were very accommodating, breakfast was good and it was perfect for my one night stay.",8.8,Excellent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Standard Double or Twin Room,1,November 2019,Group," Perfect area, with walking distance to many of our activities, musicals, shopping, Camden market, Soho and so on. The rooms was clean and nice decorated. Bed was super comfy:)",9.2,Perfect area,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,November 2019,Solo traveler, The staff were brilliant,7.5,Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,November 2019,Family," Plenty of choice at breakfast. Tasty a la carte extras. Pleasant and helpful staff at breakfast-Very busy and efficient. 
Front of house staff lovely .
Easy check in, room allocation and bill paid online.
Nice quiet room in the back annex",9.0,"A lovely hotel, handy for centre of London",1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
United Kingdom,Single Room,1,November 2019,Solo traveler," Friendly staff, excellent breakfast, location, nice building in good condition.",8.8,Excellent,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,2,November 2019,Solo traveler, Good location for the venue I was attending (Westminster University).  Also the north London rail stations such as Euston.  Oxford street and the like are within walking distance.  WiFi and such like fine.  I noticed one electrical socket on the desk was continental type which is a nice touch for visitors from Europe.  USB connections also. Small room which was all I needed but very clean.  Breakfast buffet style but good selection.,8.0,Comfortable and convenient.  Price competitive given that breakfast was included,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
United Kingdom,Single Room,2,November 2019,Solo traveler," Great location, good facilities, helpful staff",9.6,Perfect central location,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Group, Good location to where we needed to be!,7.5,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Standard Double or Twin Room,1,October 2019,Family, Good service mind staffs,7.9,Good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,November 2019,Group, Great hotel - pricey but given the location I guess you expect that. Stayed an extra night so that speaks volumes. Sunday morning could have done with more staff on reception BUT that's the only small quip in an otherwise faultless stay.,9.0,Pretty darn good!,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,November 2019,Couple, The breakfast was excellent and the staff very attentive anf friendly.,9.0,Had a really lovely time celebrating my husbands birthday in London.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,November 2019,Family, Staff very friendly. Clean and comfortable room.,8.0,Lovely clean hotel with nice comfortable room.,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Couple, Nice decor good security,7.5,Good,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,November 2019,Solo traveler, Room comfortable and clean. Pillows very comfortable. Nice big TV. Lots of good restaurants and shops near by (I particularly liked 'Planet Organic').,8.8,"Good hotel, good location, a little noisy on main road",1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0
Belgium,Premium Room,1,November 2019,Couple," Staff super friendly, willing to help with everything! People at Reception : thanks!",8.3,Very nice staff,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Couple, all fine apart from a very small bathroom,7.0,good location and friendly staff,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Group, We paid extra for the breakfast which was good value and a lot to choose from. The location is accesable on foot for Marleybone Oxford St and if you like walking and know your way around its a great base. Near to Euston St Pancras and Kings Cross Stations. We had a room on the back which was very quiet as on the front its opposite a hospital and on a main road which is Tottenham Court Road.,9.0,Will use again great base and liked everything about the hotel.,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Couple," We got an upgrade which was nice. The room was nice, had robes and slippers. Friendly staff",8.3,Nice friendly staff,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Standard Double or Twin Room,2,October 2019,Couple," The location is excellent, rooms are decent and breakfast is very good. All in all very good bargain,",9.2,Wonderful,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Couple," Fab location next door to Warren St Tube Station and a 10 minute walk from Euston BR. Surrounded by good quality eateries. No room to room noise. Room heating worked well, nice bathroom, good quality bathroom toiletries. Good supply of tea, coffee etc.",8.3,Fab location but uncomfortable bed.,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,October 2019,Couple, Staff were excellent. Location right beside meteo line.,9.6,Exceptional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Solo traveler, Very comfortable and clean.,8.1,Very Good,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,October 2019,Couple," Convenient location,  very comfortable,  beautiful building,  staff seem very rushed.k",9.6,Exceptional,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Family, excellent location and very attractive old building. Room was spacious.,8.0,Very Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Group," The choice was reasonable. But selection of Fruit and cereals was poor.
Location fine.",7.9,Hotel location brilliant. Breakfast service poor.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Premium Room,3,October 2019,Couple," Breakfast exceeded expectations. 
Room was big and comfortable.",9.2,"Excellent and comfortable stay, central location - near to a subway station.",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Family," Quick check in, pleasant staff, comfortable room and bed, nice breakfast, good location",7.1,Good,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,October 2019,Couple, Location was excellent for transport links. Nice to receive free water in room fridge and for a member of staff to open the hotel main door and welcome you.,9.2,Would stay again but not overlooking Tottenham Court Road.,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
United Arab Emirates,Standard Double or Twin Room,1,October 2019,Couple," Great location, nice lobby and the room was well-equipped.",9.2,Positive experience!,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Superior Single Room,2,October 2019,Solo traveler," Very close to the Warren St., walking distance to Oxford Street. Quite big size room. Unfortunately, single bed is a bit too narrow. Comfortable USB sockets for charging the phones. 
Room was clean, but I found something in the bathroom left by the previous guest.",7.9,"Good location, upper average hotel - would stay again",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Couple, Location location location,7.9,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
