,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
130,United Kingdom,Executive King Room with Sofa Bed,4  ,July 2020,Family, Room location staff food basically everything,10.0,Exceptional,0,1,location|staff|drink|food|,1
131,United Kingdom,Executive Studio,1  ,July 2020,Family, I really liked hotel rooms because it's very big and clean . Hotel staff's was very welcoming and helpful.,9.2,Wonderful,0,1,dirty|staff|,1
132,United Kingdom,Superior Queen Room,1  ,July 2020,Solo traveler, Perfect location and good service for price range,10.0,Exceptional,0,1,location|staff|price|,0
133,United Kingdom,Superior Double Room,2  ,July 2020,Solo traveler," Please pass on my thanks to house keeping, my room was  clean and given this strange time we are in I appreciated the steps taken for my well being (having the remote in a clear plastic bag, not entering my room. Front of house were efficient and I appreciated the bag service as being able to leave my luggage to collect later on the day of my departure.",10.0,These difficult times the Park Plaza Victoria continues to show its class I look forward to my next.,0,1,dirty|location|staff|,1
134,Brazil,Executive Studio,1  ,July 2020,Family," The location, the confort, breakfast was delicious. The staff was very nice and helpful.",10.0,Delightful day.,0,1,location|food|staff|,0
135,United Kingdom,Superior Queen Room,1  ,July 2020,Couple, Cleanliness and friendliness of the staff,9.0,Wonderful,0,1,dirty|staff|,1
136,United Kingdom,Superior Double Room,2  ,July 2020,Couple," The staff were really good. The room was very clean and the bed was so comfortable, really enjoyed our stay and would definitely stay again.",9.0,Park plaza Victoria,0,1,staff|dirty|bed|comfort|,1
137,Ireland,Executive Studio,1  ,July 2020,Solo traveler, The staff were really super welcoming and professional.  I look forward to my next stay.,9.0,Wonderful,0,1,staff|,1
138,Australia,Superior Twin Room,3  ,March 2020,Family, The staff were exceptional. Very friendly and accommodating. All round the service was excellent. The breakfast was really very good. Great variety of full cooked meal or pastries and  fruits included. The location was great.  Very close to Victoria station that made getting around easy. Plus it’s a short walk to some sights like Buckingham Palace and Big Ben.,9.0,Great place to stay in London.,0,1,staff|food|location|,1
139,United Kingdom,Superior Double Room,3  ,March 2020,Couple, Excellent facilities and customer service,10.0,"Lovely, helpful staff, especially Jennifer the Reception Manager, a true professional",0,1,staff|,1
140,Belgium,Superior Double Room,1  ,March 2020,Couple," The location is excellent - just a two-minute walk from Victoria station as well as lots of bars and restaurants and shops! The rooms are nice and well equipped, the staff are friendly and helpful, and the bar area is welcoming and nicely decorated. We didn't go to the restaurant (Tozi) this time as we had other plans but it is definitely worth trying out as it was great last time!",9.0,"Second time here, still good!",0,1,location|drink|restaurant|staff|,1
141,Netherlands,Superior Double Room,3  ,February 2020,Family," We liked the fitness and the turkish bath. 
The sauna however was far too dry. No possibilities to throw water. A dry sauna is not healthy.",8.0,Convenient location for most things we did.,0,1,fitness|bathroom|dirty|,1
142,United Kingdom,Superior Double Room,2  ,March 2020,Couple," Room was a decent size and the bed very comfortable for our taste. Breakfast, wide range of food, both cold and cooked well cooked, fast efficient service despite being busy, busy, busy. We were seated immediately. Paying before at reception makes this good value.",9.0,"Good value, great location and very friendly service.",0,1,bed|comfort|food|drink|staff|price|,1
143,United States of America,Superior Double Room,4  ,March 2020,Couple," Location was perfect
subway / airport trains - 3 minutes walking 
All front of the house Staff -  excellent
over the top little extras, like orange juice handed out as you were leaving for the day
coffee in the room",10.0,will be back,0,1,location|staff|drink|,0
144,Greece,Superior Double Room,1  ,March 2020,Family," Nice and modern room,comfortable and big bed!Very central location ,just 50 meters away from Victoria station.
The staff very polite both reception and restaurant.Stylish bar with cocktails and tasty food from the restaurant all day!!",9.0,"A MODERN,VALUE FOR MONEY HOTEL",0,1,comfort|location|staff|restaurant|drink|food|,0
145,United Kingdom,Superior Double Room,3  ,March 2020,Couple," Excellent location close to Victoria Station and Underground. A good range of restaurants nearby. Easy walking distance to Westminster and the Thames at Vauxhall Bridge. Clean, reasonably spacious and well appointed bedroom. Friendly and helpful staff, good breakfast. A small range of light bites were available in the bar.",8.0,A good quality hotel in an excellent location.,0,1,location|restaurant|dirty|bathroom|staff|food|drink|,1
146,Taiwan,Superior Queen Room,4  ,March 2020,Couple," Our stay is really nice, the staffs are very nice and helpful. The room is amazing and very comfortable! We also enjoy the breakfast very much, love everything ❤️",10.0,Exceptional,0,1,staff|comfort|food|,1
147,United Kingdom,Superior Queen Room,1  ,March 2020,Solo traveler, Comfy bed and excellent bathroom facilites,9.0,Excellent conference venue,0,1,comfort|bed|bathroom|,1
148,United Kingdom,Superior Double Room,2  ,March 2020,Solo traveler," Location, rooms, staff, breakfast, in fact everything was great.",8.0,The second time I've stayed and will stay again.,0,1,location|staff|food|,1
149,United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler," Last minute booking as I unexpectedly had to stay in London for the night. 
I needed to be near Victoria Station (it was five minutes away). Nice Hotel
excellent staff and good Bar area. Room was more than comfortable and the price
was excellent.",9.0,Wonderful,0,1,location|staff|drink|restaurant|comfort|price|,1
150,United Kingdom,Superior Double Room,1  ,March 2020,Couple," The stay was lovely, the reception was so friendly and easy to check in and very quick. 
the room was lovely we got upgraded at a fair price the bed was just amazing so big and comfy!",10.0,Made our weekend in Lonndon very enjoyable,0,1,staff|price|bed|comfort|,0
151,United Kingdom,Superior Double Room,1  ,February 2020,Couple, My husband and I had a weekend away in London. I haven’t got even single negative to say about this hotel. Location is amazing. Room was very nice. Bed/mattress even better than at home! Breakfast delicious and plenty to choose from. Staff really friendly and polite. No doubt we will stay there again.,10.0,Exceptional,0,1,location|bed|food|staff|,1
152,United Kingdom,Superior Double Room,1  ,March 2020,Solo traveler," Really comfortable bed, and a super quiet room despite the hotel being on very busy roads! Their soundproofing obviously works very well. Also very little if any light spill through the curtains, even in the morning. I was facing the internal space, but you can still see a lot of sky. 
Comfortable and tranquil bar area.",8.0,Absolutely perfect for a one night work trip.,0,1,comfort|bed|noisiness|drink|restaurant|location|,1
153,United States of America,Executive Studio,7  ,February 2020,Group, The room controls were bedside.,8.0,Nice central location.,0,1,,1
154,Jersey,Superior Double Room,2  ,March 2020,Couple, Perfect location and similar to previous experience the staff were extremely helpful,10.0,"Perfect location, enjoyable and relaxing stay",0,1,location|staff|,1
155,United Kingdom,Superior Double Room,1  ,February 2020,Couple," We came in late on a Friday night and the two women on reception were so welcoming and helpful, they were sisters from Romania and should get recognition for the great service they gave us. The hotel room was lovely, everything is controlled from a control panel which is a novel addition. Bathroom was spacious and spotless.",10.0,Up market hotel with wonderful staff,0,1,staff|bathroom|,1
156,Cyprus,Superior Twin Room,4  ,March 2020,Family," the location is great! walking distance to Buckingham palace, just 5min, about 20min to Westminster and additional 5 to cross the bridge to London Eye. Metro station is 200m from the hotel, station is Victoria which is connected to all lines and plus train station of course. 
Rooms are very well maintained, very helpful staff. 
The breakfast was all days exactly the same and rather poor. to add some differences - you have to pay 5pounds, for kids you may order pancakes or waffles complimentary from the chief...",10.0,good value for money! very good location!,0,1,location|staff|food|price|,0
157,United Kingdom,Superior Double Room,1  ,February 2020,Couple," Location was perfect as it was close to the centre, Big Ben, Buckingham palace etc. Main reason for visit to London was to attend the Apollo Victoria theatre which was a two minute walk. Hotel staff were very helpful and friendly. Restaurant and bar area and service was great. Room was clean. Overall fantastic. Can not say anything bad. 10/10",10.0,Exceptional,0,1,location|staff|restaurant|drink|dirty|,0
158,United Kingdom,Superior Double Room,1  ,March 2020,Couple," Lovely clean and modern hotel in a fantastic location-1 minute walk from Victoria station. Lovely modern gym open 24hrs a day with a steam room and sauna too-lovely extra after a busy day! Food and drink in the hotel lovely, or an array of places to buy bits surrounding the hotel.",10.0,Fantastic hotel in a great location,0,1,dirty|comfort|location|fitness|drink|food|,1
159,United States of America,Executive Studio,7  ,February 2020,Family, Location was perfect for getting around London!  Couldn't have asked for better.  Beds were very comfortable.  Probably some of the best for hotels.  Drinks and food by the bar was exceptional.  We enjoyed unwinding in the lounge each  evening.,9.0,Would definitely stay here again!,0,1,location|bed|comfort|drink|food|restaurant|,0
160,New Zealand,Superior Double Room,1  ,February 2020,Family, Loved the location and helpful staff!,9.2,Wonderful,0,1,location|staff|,1
161,United Kingdom,Superior Double Room,1  ,February 2020,Couple, Bed comfort and breakfast,8.8,Excellent,0,1,bed|comfort|food|,0
162,United Kingdom,Superior Double Room,1  ,February 2020,Couple," Good Location, rooms a good size.",7.5,Good,0,1,location|,1
163,Nigeria,Executive Studio,4  ,February 2020,Family, Everything,8.8,Excellent,0,1,,1
